date_time,ho_succoutinterenbs1,ho_succoutinterenbx2,ho_succoutintraenb,ho_attoutinterenbs1,ho_attoutinterenbx2,ho_attoutintraenb,pdcp_upoctdl,pdcp_upoctul,rru_pdschprbassn,rru_pdschprbtot,rru_puschprbassn,rru_puschprbtot,rrc_connmax,rrc_connmean,rrc_succconnestab,rrc_attconnreestab,rrc_attconnestab,erab_nbrsuccestab,erab_nbrattestab,erab_nbrreqrelenb,erab_nbrreqrelenb_normal,erab_hofail,erab_nbrleft,erab_nbrfailestab,context_succinitalsetup,pdcp_thrptimeul,pdcp_thrptimedl,pdcp_nbrpktdl,pdcp_nbrpktul,pdcp_uppkttotdelaydl,pdcp_nbrpktlossdl,pdcp_nbrpktlossul,rru_pdcchcceavail,rru_pdcchcceutil,erab_nbrmeanestab_1,erab_nbrhoinc,pdcp_uplastttioctul,pdcp_uplastttioctdl,ho_succoutintrafreq,ho_succoutinterfreq,ho_succexecinc,rrc_effectiveconnmean,rrc_effectiveconnmax,rru_totalprbusagemeanul,rru_totalprbusagemeandl,pdcch_cce_rate,phy_ulmeannl_prb,succ_conn_rate,drop_rate,ho_succ_rate,pag_pagdiscarded,erab_nbrreqrelenb.1,erab_nbrreqrelenb_normal.1
2018-04-04 02:30:00,0.0,2.0,1.0,0.0,2.0,1.0,811126.592,3084.698,7825166.0,54000000.0,169255.0,15650483.0,10.0,6.283,194.0,0.0,194.0,317.0,317.0,336.0,0.0,0.0,12.0,0.0,181.0,18787.0,182977.0,678480.0,17418.0,3341081.0,0.0,0.0,28982759.0,1602833.0,0.0,33.0,2315.552,199912.372,0.0,3.0,19.0,1.356,4.0,0.0,0.0,0.0,-118.02,100.0,0.0,100.0,0.0,191.0,191.0
2018-04-04 02:45:00,0.0,4.0,3.0,0.0,4.0,3.0,826570.211,3196.635,8226962.0,54000000.0,174054.0,15646456.0,9.0,5.753,202.0,2.0,202.0,331.0,331.0,347.0,0.0,0.0,12.0,0.0,188.0,4887.0,163771.0,688921.0,21461.0,14364589.0,0.0,0.0,29057884.0,1828728.0,0.0,39.0,2384.502,142530.546,0.0,7.0,21.0,1.261,4.0,0.0,0.0,0.0,-118.06,100.0,0.0,100.0,0.0,197.0,197.0
2018-04-04 03:00:00,0.0,1.0,5.0,0.0,1.0,5.0,812987.099,2706.082,8187167.0,54000000.0,173098.0,15641689.0,10.0,5.198,198.0,2.0,198.0,320.0,320.0,342.0,0.0,0.0,5.0,0.0,182.0,4353.0,167798.0,677347.0,15731.0,8658563.0,0.0,0.0,29155456.0,2345204.0,0.0,33.0,2043.258,114743.825,0.0,6.0,19.0,1.224,4.0,0.0,0.0,0.0,-118.09,100.0,0.0,100.0,0.0,193.0,193.0
2018-04-04 03:15:00,0.0,4.0,7.0,0.0,4.0,7.0,831871.122,4920.034,8845789.0,54000000.0,237412.0,15605279.0,11.0,5.728,178.0,0.0,178.0,284.0,284.0,300.0,0.0,0.0,12.0,0.0,161.0,8850.0,205772.0,702600.0,29625.0,5601197.0,0.0,0.0,29984460.0,2686198.0,0.0,57.0,3381.836,97646.987,2.0,9.0,32.0,1.438,6.0,0.0,0.0,0.0,-118.08,100.0,0.0,100.0,0.0,173.0,173.0
2018-04-04 03:30:00,0.0,12.0,8.0,0.0,13.0,8.0,903222.123,5542.094,9394898.0,54000000.0,235441.0,15602213.0,10.0,5.388,182.0,1.0,182.0,267.0,267.0,285.0,0.0,0.0,6.0,0.0,159.0,14003.0,241290.0,760541.0,49214.0,12196150.0,0.0,0.0,30072228.0,2788489.0,0.0,75.0,4363.812,122417.487,8.0,12.0,42.0,1.4,5.0,0.0,0.0,0.0,-118.03,100.0,0.0,0.0,0.0,174.0,174.0
2018-04-04 03:45:00,0.0,5.0,7.0,0.0,5.0,7.0,869704.039,4368.392,8499967.0,54000000.0,230368.0,15634596.0,10.0,5.233,168.0,0.0,168.0,277.0,277.0,282.0,0.0,0.0,15.0,0.0,158.0,8856.0,194126.0,724436.0,32688.0,3894204.0,0.0,0.0,29297807.0,2571496.0,0.0,43.0,3009.71,132876.133,1.0,11.0,23.0,1.279,4.0,0.0,0.0,0.0,-118.02,100.0,0.0,100.0,0.0,161.0,161.0
2018-04-04 04:00:00,0.0,5.0,1.0,0.0,5.0,1.0,1159186.538,13058.238,11004465.0,54000000.0,686297.0,15621925.0,12.0,6.886,199.0,4.0,199.0,316.0,316.0,329.0,0.0,0.0,11.0,0.0,183.0,53305.0,227997.0,961939.0,139077.0,32355352.0,0.0,0.0,29532292.0,2144512.0,0.0055,39.0,7666.073,84926.055,2.0,4.0,21.0,1.765,5.0,0.0,0.0,0.0,-118.06,100.0,0.0,100.0,0.0,190.0,190.0
2018-04-04 04:15:00,0.0,14.0,3.0,0.0,14.0,3.0,882721.75,7986.839,8621478.0,54000000.0,397127.0,15630612.0,12.0,6.328,201.0,1.0,201.0,322.0,322.0,314.0,0.0,0.0,16.0,0.0,181.0,13759.0,146417.0,717107.0,88590.0,12175483.0,1.0,0.0,29347639.0,1684331.0,0.0,41.0,6470.52,69586.606,4.0,13.0,26.0,1.537,5.0,0.0,0.0,0.0,-118.08,100.0,0.0,100.0,0.0,179.0,179.0
2018-04-04 04:30:00,0.0,15.0,3.0,0.0,15.0,3.0,864068.082,12074.648,8352796.0,54000000.0,793967.0,15653133.0,11.0,6.135,201.0,1.0,201.0,313.0,313.0,345.0,0.0,0.0,10.0,0.0,182.0,51034.0,138748.0,705799.0,90129.0,10392595.0,0.0,0.0,28924632.0,1293401.0,0.001,72.0,6337.814,80431.205,5.0,13.0,41.0,1.498,5.0,0.0,0.0,0.0,-118.07,100.0,0.0,100.0,0.0,199.0,199.0
2018-04-04 04:45:00,0.0,8.0,5.0,0.0,8.0,5.0,831674.164,8817.28,8324062.0,53940000.0,389252.0,15625361.0,13.0,7.18,228.0,2.0,228.0,355.0,355.0,357.0,0.0,0.0,12.0,0.0,200.0,10911.0,133235.0,679057.0,89309.0,11002312.0,0.0,0.0,29084119.0,1505356.0,0.0,52.0,7157.731,78984.01,4.0,9.0,28.0,1.569,6.0,0.0,0.0,0.0,-118.03,100.0,0.0,100.0,0.0,203.0,203.0
2018-04-04 05:00:00,0.0,10.0,5.0,0.0,10.0,5.0,438733.703,6851.034,5424732.0,54060000.0,286943.0,15637938.0,12.0,6.928,201.0,3.0,201.0,327.0,327.0,348.0,0.0,0.0,11.0,0.0,181.0,24303.0,74889.0,364153.0,55770.0,4738790.0,0.0,0.0,29641691.0,1631576.0,0.0,55.0,5080.539,42919.604,3.0,12.0,31.0,1.091,5.0,0.0,0.0,0.0,-118.01,100.0,0.0,100.0,0.0,195.0,195.0
2018-04-04 05:15:00,0.0,11.0,3.0,0.0,13.0,3.0,273316.154,9978.431,5362786.0,54000000.0,858220.0,15653666.0,12.0,7.263,221.0,6.0,221.0,366.0,366.0,366.0,0.0,0.0,12.0,0.0,206.0,102687.0,75002.0,224606.0,102516.0,5405507.0,1.0,0.0,28911131.0,927533.0,0.0,45.0,2706.893,20852.683,2.0,12.0,25.0,0.782,5.0,0.0,0.0,0.0,-117.95,100.0,0.0,0.0,0.0,211.0,211.0
2018-04-04 05:30:00,0.0,20.0,11.0,0.0,20.0,11.0,76033.363,3284.987,2392854.0,54000000.0,201000.0,15640659.0,11.0,5.913,204.0,1.0,204.0,328.0,328.0,321.0,0.0,0.0,11.0,0.0,182.0,13091.0,18714.0,65559.0,23310.0,1287466.0,0.0,0.0,29610084.0,818952.0,0.00175,86.0,1884.666,8596.697,8.0,23.0,43.0,0.479,4.0,0.0,0.0,0.0,-118.0,100.0,0.0,100.0,0.0,187.0,187.0
2018-04-04 05:45:00,0.0,10.0,6.0,0.0,10.0,6.0,22738.407,3218.169,1906744.0,53940000.0,151647.0,15638931.0,11.0,5.749,217.0,6.0,217.0,328.0,328.0,336.0,0.0,0.0,14.0,0.0,196.0,3254.0,9942.0,27449.0,15291.0,558186.0,0.0,0.0,28833797.0,745916.0,0.02675,61.0,1942.152,4938.793,6.0,10.0,33.0,0.535,4.0,0.0,0.0,0.0,-117.9,100.0,0.0,100.0,0.0,202.0,202.0
2018-04-04 06:00:00,0.0,15.0,16.0,0.0,15.0,16.0,12053.724,2094.855,1693844.0,54060000.0,126559.0,15673180.0,12.0,6.241,253.0,2.0,253.0,411.0,411.0,406.0,0.0,0.0,19.0,0.0,239.0,7073.0,2976.0,16067.0,11010.0,147150.0,0.0,0.0,28907218.0,704695.0,0.012,76.0,1583.861,2377.494,6.0,25.0,39.0,0.462,4.0,0.0,0.0,0.0,-117.65,100.0,0.0,100.0,0.0,239.0,239.0
2018-04-04 06:15:00,0.0,27.0,7.0,0.0,27.0,7.0,4989.901,2778.941,1640978.0,54000000.0,134303.0,15653419.0,13.0,6.58,246.0,1.0,246.0,389.0,390.0,418.0,0.0,0.0,11.0,1.0,226.0,12147.0,1561.0,12753.0,12946.0,84705.0,0.0,0.0,28918719.0,773754.0,0.01175,97.0,1847.169,2683.771,9.0,25.0,52.0,0.518,5.0,0.0,0.0,0.0,-117.7,0.0,0.0,100.0,0.0,242.0,242.0
2018-04-04 06:30:00,0.0,39.0,25.0,0.0,41.0,25.0,9668.255,3023.265,1698318.0,54000000.0,158556.0,15652753.0,12.0,6.963,300.0,5.0,300.0,471.0,471.0,460.0,0.0,0.0,14.0,0.0,283.0,8545.0,2050.0,12545.0,10541.0,96723.0,0.0,0.0,28938597.0,804681.0,0.0,127.0,1393.11,2782.893,30.0,34.0,67.0,0.445,4.0,0.0,0.0,0.0,-117.36,100.0,0.0,0.0,0.0,276.0,276.0
2018-04-04 06:45:00,0.0,36.0,24.0,0.0,37.0,24.0,3322.624,3106.457,1625693.0,53940000.0,173248.0,15565000.0,13.0,6.923,292.0,7.0,292.0,461.0,461.0,446.0,0.0,0.0,18.0,0.0,277.0,11104.0,1257.0,10017.0,14187.0,82051.0,0.0,0.0,28847879.0,751910.0,0.02575,121.0,1302.295,1816.039,14.0,46.0,61.0,0.535,6.0,0.0,0.0,0.0,-117.18,100.0,0.0,0.0,0.0,268.0,268.0
2018-04-04 07:00:00,0.0,65.0,62.0,0.0,67.0,62.0,234649.852,12841.516,4614968.0,54060000.0,514417.0,15299175.0,18.0,10.556,434.0,6.0,434.0,720.0,720.0,648.0,0.0,0.0,20.0,0.0,415.0,21409.0,59580.0,210104.0,77730.0,5729892.0,0.0,0.0,29184282.0,1216876.0,0.033,172.0,7105.484,17122.308,26.0,101.0,87.0,1.346,6.0,0.0,0.0,0.0,-117.04,100.0,0.0,0.0,0.0,374.0,374.0
2018-04-04 07:15:00,0.0,59.0,49.0,0.0,59.0,49.0,741262.987,105550.718,9080593.0,54000000.0,2990831.0,15188737.0,22.0,14.37,416.0,1.0,416.0,693.0,693.0,673.0,0.0,0.0,30.0,0.0,397.0,296750.0,219084.0,699883.0,299971.0,12545580.0,0.0,0.0,31221067.0,2847131.0,0.0235,219.0,19244.518,65138.062,33.0,75.0,115.0,3.125,9.0,0.0,0.0,0.0,-116.98,100.0,0.0,100.0,0.0,389.0,389.0
2018-04-04 07:30:00,0.0,46.0,43.0,0.0,46.0,43.0,883211.456,428496.231,11637310.0,54000000.0,11850111.0,14955500.0,20.0,13.177,319.0,4.0,319.0,487.0,487.0,468.0,0.0,0.0,24.0,0.0,291.0,1216668.0,544139.0,962474.0,720790.0,20495068.0,0.0,0.0,40113967.0,6905142.0,0.02775,163.0,42114.244,116037.298,24.0,65.0,90.0,4.039,9.0,0.0,0.0,0.0,-116.46,100.0,0.0,100.0,0.0,288.0,288.0
2018-04-04 07:45:00,0.0,71.0,17.0,0.0,71.0,17.0,319679.62,44527.391,5142620.0,54000000.0,1461270.0,15211933.0,14.0,8.954,312.0,5.0,312.0,510.0,512.0,505.0,0.0,0.0,18.0,2.0,297.0,106232.0,94423.0,302221.0,147478.0,7233702.0,0.0,0.0,30985715.0,2302488.0,0.09275,186.0,11146.361,28211.021,35.0,53.0,93.0,1.712,7.0,0.0,0.0,0.0,-116.93,0.0,0.0,100.0,0.0,293.0,293.0
2018-04-04 08:00:00,0.0,147.0,58.0,0.0,147.0,58.0,303074.771,23281.656,6453844.0,54000000.0,1219054.0,15235626.0,19.0,10.631,356.0,3.0,356.0,580.0,580.0,550.0,0.0,0.0,22.0,0.0,334.0,138511.0,133342.0,287311.0,108925.0,18065194.0,0.0,0.0,30290471.0,1966203.0,0.01225,414.0,8966.029,20142.316,56.0,149.0,204.0,1.867,7.0,0.0,0.0,0.0,-115.56,100.0,0.0,100.0,0.0,318.0,318.0
2018-04-04 08:15:00,0.0,162.0,50.0,0.0,162.0,50.0,298715.303,14906.989,7144274.0,54000000.0,566497.0,15251322.0,19.0,11.788,350.0,3.0,350.0,560.0,560.0,515.0,0.0,0.0,25.0,0.0,330.0,58425.0,106432.0,288895.0,117855.0,9156384.0,2.0,0.0,29800717.0,2066165.0,0.22775,393.0,8810.004,21608.64,42.0,170.0,197.0,2.3,7.0,0.0,0.0,0.0,-115.8,100.0,0.0,100.0,0.0,305.0,305.0
2018-04-04 08:30:00,0.0,100.0,56.0,0.0,101.0,56.0,150571.181,9555.94,4659022.0,53940000.0,429091.0,15265636.0,20.0,10.202,380.0,8.0,380.0,572.0,572.0,504.0,0.0,0.0,14.0,0.0,350.0,31905.0,60439.0,142287.0,54645.0,5937244.0,5.0,0.0,29349643.0,1359573.0,0.05475,239.0,5216.109,13036.292,33.0,123.0,120.0,1.225,7.0,0.0,0.0,0.0,-116.41,100.0,0.0,0.0,0.0,313.0,313.0
2018-04-04 08:45:00,0.0,42.0,41.0,0.0,42.0,41.0,123376.928,4077.556,7941969.0,54060000.0,238967.0,15297841.0,13.0,6.602,282.0,5.0,282.0,403.0,403.0,340.0,0.0,0.0,8.0,0.0,255.0,6379.0,117494.0,135750.0,36615.0,10675977.0,0.0,0.0,29289594.0,1654250.0,0.2345,105.0,2984.246,9526.787,14.0,69.0,53.0,1.464,6.0,0.0,0.0,0.0,-116.15,100.0,0.0,100.0,0.0,220.0,220.0
2018-04-04 09:00:00,0.0,93.0,85.0,0.0,93.0,85.0,223655.064,13605.183,4447280.0,54000000.0,417542.0,15267212.0,15.0,7.017,350.0,6.0,350.0,527.0,527.0,393.0,0.0,0.0,18.0,0.0,319.0,35287.0,59732.0,225526.0,92457.0,3671843.0,0.0,2.0,29495076.0,1453431.0,0.1305,213.0,9990.262,21585.099,36.0,142.0,104.0,1.89,7.0,0.0,0.0,0.0,-115.6,100.0,0.0,100.0,0.0,242.0,242.0
2018-04-04 09:15:00,0.0,78.0,54.0,0.0,80.0,54.0,170637.913,12134.457,3671727.0,54000000.0,437702.0,15391038.0,15.0,7.627,319.0,3.0,319.0,453.0,453.0,403.0,0.0,0.0,13.0,0.0,283.0,40471.0,45786.0,186465.0,84980.0,3009195.0,0.0,0.0,29722077.0,1283646.0,0.09975,225.0,7337.804,21404.693,42.0,90.0,122.0,1.463,7.0,0.0,0.0,0.0,-116.05,100.0,0.0,0.0,0.0,254.0,254.0
2018-04-04 09:30:00,0.0,79.0,46.0,0.0,79.0,47.0,107460.746,5351.713,5032059.0,53940000.0,308971.0,15282983.0,15.0,6.148,326.0,3.0,326.0,515.0,515.0,421.0,0.0,0.0,10.0,0.0,304.0,27658.0,67880.0,96683.0,45038.0,4827037.0,0.0,0.0,28931560.0,1130578.0,0.02425,192.0,2750.964,6797.09,23.0,102.0,98.0,0.704,6.0,0.0,0.0,0.0,-115.9,100.0,0.0,0.0,0.0,261.0,261.0
2018-04-04 09:45:00,0.0,105.0,234.0,0.0,105.0,234.0,325753.868,17147.934,9291841.0,54060000.0,948004.0,15257650.0,25.0,12.031,586.0,4.0,586.0,1032.0,1034.0,648.0,0.0,0.0,33.0,2.0,562.0,113964.0,164550.0,300110.0,157355.0,8030676.0,0.0,26.0,30101701.0,2209261.0,0.14475,354.0,9140.345,23894.371,32.0,307.0,164.0,2.61,11.0,0.0,0.0,0.0,-115.43,0.0,0.0,100.0,0.0,369.0,369.0
2018-04-04 10:00:00,0.0,117.0,485.0,0.0,118.0,485.0,893578.794,50080.978,18723434.0,54000000.0,2559192.0,15139438.0,32.0,20.609,916.0,9.0,916.0,1685.0,1685.0,917.0,0.0,0.0,35.0,0.0,894.0,432415.0,517807.0,763517.0,348681.0,39568212.0,2.0,0.0,32244155.0,3720008.0,0.02575,446.0,18106.558,46374.542,62.0,540.0,226.0,4.284,12.0,0.0,0.0,0.0,-114.1,100.0,0.0,0.0,0.0,502.0,502.0
2018-04-04 10:15:00,0.0,92.0,383.0,0.0,93.0,383.0,467408.57,24648.446,10164204.0,54000000.0,1013646.0,15246834.0,28.0,15.788,870.0,7.0,870.0,1546.0,1546.0,911.0,0.0,0.0,21.0,0.0,842.0,83670.0,209730.0,397302.0,163989.0,16204717.0,0.0,0.0,29876122.0,2168338.0,0.01975,285.0,12196.072,25187.349,41.0,434.0,145.0,2.323,10.0,0.0,0.0,0.0,-114.74,100.0,0.0,0.0,0.0,510.0,510.0
2018-04-04 10:30:00,0.0,61.0,169.0,0.0,61.0,169.0,111064.13,9379.754,2920444.0,53940000.0,397688.0,15292098.0,20.0,9.536,626.0,4.0,627.0,1089.0,1091.0,772.0,0.0,0.0,19.0,2.0,599.0,33718.0,25033.0,108603.0,47874.0,2047261.0,0.0,0.0,29200227.0,1180256.0,0.046,139.0,4761.605,9914.906,39.0,191.0,70.0,0.989,5.0,0.0,0.0,0.0,-115.44,0.0,0.0,100.0,0.0,434.0,434.0
2018-04-04 10:45:00,0.0,54.0,129.0,0.0,55.0,129.0,187669.905,9127.289,4795518.0,54060000.0,391261.0,15308315.0,15.0,7.432,372.0,5.0,372.0,605.0,605.0,435.0,0.0,0.0,14.0,0.0,354.0,25825.0,61733.0,171510.0,71477.0,5485256.0,0.0,0.0,29009014.0,1127738.0,0.141,206.0,5230.116,16109.123,28.0,155.0,100.0,1.105,6.0,0.0,0.0,0.0,-115.59,100.0,0.0,0.0,0.0,261.0,261.0
2018-04-04 11:00:00,0.0,82.0,156.0,0.0,82.0,157.0,177130.854,10552.664,3984929.0,54000000.0,404254.0,15297596.0,16.0,7.622,449.0,3.0,449.0,711.0,711.0,487.0,0.0,0.0,6.0,0.0,422.0,22736.0,42737.0,164552.0,74417.0,4432601.0,0.0,0.0,29023287.0,1079856.0,0.083,233.0,5901.488,12366.299,40.0,198.0,126.0,1.049,5.0,0.0,0.0,0.0,-115.49,100.0,0.0,0.0,0.0,293.0,293.0
2018-04-04 11:15:00,0.0,53.0,154.0,0.0,54.0,154.0,239795.732,8251.34,4346420.0,53940000.0,338050.0,15269160.0,13.0,7.19,450.0,6.0,450.0,732.0,732.0,462.0,0.0,0.0,12.0,0.0,420.0,30094.0,80969.0,210305.0,68412.0,3424894.0,0.0,1.0,29072949.0,1514963.0,0.02125,134.0,5206.484,31140.669,27.0,180.0,69.0,1.185,6.0,0.0,0.0,0.0,-114.91,100.0,0.0,0.0,0.0,271.0,271.0
2018-04-04 11:30:00,0.0,40.0,61.0,0.0,40.0,61.0,623666.385,15771.369,8525648.0,54000000.0,506888.0,15404600.0,13.0,6.427,294.0,3.0,294.0,455.0,455.0,364.0,0.0,0.0,10.0,0.0,272.0,26152.0,134557.0,527180.0,121243.0,13993117.0,0.0,0.0,28973663.0,1408547.0,0.08175,122.0,10448.261,50461.453,25.0,76.0,55.0,1.639,5.0,0.0,0.0,0.0,-115.68,100.0,0.0,100.0,0.0,227.0,227.0
2018-04-04 11:45:00,0.0,40.0,54.0,0.0,40.0,54.0,517909.245,14827.154,7631819.0,54060000.0,521700.0,15385291.0,14.0,7.835,309.0,1.0,309.0,450.0,450.0,369.0,0.0,0.0,24.0,0.0,287.0,16450.0,177472.0,468351.0,110077.0,6691335.0,0.0,0.0,29156225.0,1678152.0,0.134,123.0,10506.553,68842.081,15.0,79.0,65.0,2.466,7.0,0.0,0.0,0.0,-116.45,100.0,0.0,100.0,0.0,246.0,246.0
2018-04-04 12:00:00,0.0,68.0,71.0,0.0,68.0,71.0,619503.516,9784.508,6939310.0,54000000.0,388218.0,15260597.0,14.0,8.093,370.0,5.0,370.0,566.0,566.0,447.0,0.0,0.0,8.0,0.0,341.0,13138.0,258408.0,545047.0,56758.0,4529002.0,2.0,1.0,29698892.0,2385919.0,0.0165,151.0,6661.702,160412.003,26.0,113.0,73.0,2.064,7.0,0.0,0.0,0.0,-116.49,100.0,0.0,100.0,0.0,277.0,277.0
2018-04-04 12:15:00,0.0,57.0,75.0,0.0,58.0,75.0,619710.398,9352.306,7286842.0,53940000.0,416335.0,15239115.0,14.0,7.366,321.0,2.0,322.0,507.0,507.0,409.0,0.0,0.0,10.0,0.0,291.0,28980.0,275524.0,541223.0,52962.0,5102613.0,2.0,24.0,30093348.0,2872707.0,0.0125,178.0,5800.951,127923.584,32.0,100.0,87.0,1.663,6.0,0.0,0.0,0.0,-115.8,0.0,0.0,0.0,0.0,241.0,241.0
2018-04-04 12:30:00,0.0,59.0,53.0,0.0,59.0,53.0,857570.767,15561.978,13015047.0,54000000.0,821844.0,15217213.0,14.0,9.09,304.0,2.0,304.0,448.0,448.0,375.0,0.0,0.0,15.0,0.0,273.0,91362.0,436571.0,756877.0,129942.0,21855376.0,1.0,0.0,30777446.0,3608100.0,0.2,161.0,9322.192,127567.409,27.0,85.0,81.0,3.044,8.0,0.0,0.0,0.0,-115.03,100.0,0.0,100.0,0.0,234.0,234.0
